t_sim_ms,x,y,theta_encoder,theta_gyro,theta_kalman,waypoint,error_m,evadiendo
55936,0.8789,-0.3357,-94.89,-93.9,-94.94,12,0.0395,0
56000,0.8785,-0.3396,-95.02,-93.96,-95.01,12,0.0356,0
56064,0.8782,-0.3434,-95.02,-94.03,-95.05,12,0.0317,0
56128,0.8779,-0.3473,-95.15,-94.09,-95.13,12,0.0278,0
56192,0.8775,-0.3512,-95.15,-94.16,-95.18,12,0.0239,0
56256,0.8771,-0.3551,-95.28,-94.24,-95.26,12,0.02,0
56320,0.8768,-0.3589,-95.4,-94.32,-95.37,12,0.0162,0
56384,0.8764,-0.3627,-95.4,-94.41,-95.44,12,0.0124,0
56512,0.8757,-0.3704,-95.66,-94.63,-95.68,13,0.2546,0
56576,0.8753,-0.3739,-95.28,-94.13,-95.22,13,0.2511,0
56640,0.875,-0.3775,-94.76,-93.66,-94.76,13,0.2475,0
56704,0.8747,-0.3811,-94.25,-93.23,-94.3,13,0.2439,0
56768,0.8745,-0.3848,-93.87,-92.83,-93.89,13,0.2402,0
56832,0.8742,-0.3884,-93.61,-92.47,-93.56,13,0.2366,0
56896,0.874,-0.392,-93.23,-92.13,-93.22,13,0.233,0
56960,0.8738,-0.3957,-92.84,-91.82,-92.89,13,0.2293,0
57024,0.8737,-0.3994,-92.59,-91.53,-92.59,13,0.2256,0
57088,0.8735,-0.4032,-92.33,-91.27,-92.33,13,0.2218,0
57152,0.8734,-0.4069,-92.08,-91.02,-92.08,13,0.2181,0
57216,0.8732,-0.4106,-91.82,-90.8,-91.84,13,0.2144,0
57280,0.8731,-0.4145,-91.56,-90.59,-91.61,13,0.2105,0
57344,0.873,-0.4183,-91.43,-90.4,-91.42,13,0.2067,0
57408,0.8729,-0.422,-91.18,-90.22,-91.22,13,0.203,0
57472,0.8729,-0.4258,-91.05,-90.06,-91.06,13,0.1992,0
57536,0.8728,-0.4296,-90.92,-89.91,-90.91,13,0.1954,0
57600,0.8727,-0.4335,-90.79,-89.77,-90.78,13,0.1915,0
57664,0.8727,-0.4373,-90.67,-89.64,-90.66,13,0.1877,0
57728,0.8726,-0.4411,-90.54,-89.52,-90.54,13,0.1839,0
57792,0.8726,-0.4451,-90.41,-89.4,-90.42,13,0.18,0
57856,0.8726,-0.4489,-90.28,-89.3,-90.3,13,0.1762,0
57920,0.8726,-0.4527,-90.28,-89.2,-90.23,13,0.1723,0
57984,0.8726,-0.4566,-90.03,-89.11,-90.1,13,0.1684,0
58048,0.8726,-0.4604,-90.03,-89.02,-90.02,13,0.1646,0
58112,0.8726,-0.4643,-90.03,-88.95,-89.97,13,0.1607,0
58176,0.8726,-0.4682,-89.9,-88.87,-89.9,13,0.1568,0
58240,0.8726,-0.472,-89.77,-88.8,-89.81,13,0.153,0
58304,0.8726,-0.476,-89.64,-88.73,-89.71,13,0.1491,0
58368,0.8726,-0.4798,-89.64,-88.68,-89.65,13,0.1452,0
58432,0.8726,-0.4837,-89.51,-88.62,-89.56,13,0.1413,0
58496,0.8727,-0.4877,-89.64,-88.58,-89.56,13,0.1374,0
58560,0.8727,-0.4915,-89.64,-88.53,-89.56,13,0.1335,0
58624,0.8727,-0.4955,-89.51,-88.48,-89.51,13,0.1296,0
58688,0.8728,-0.4993,-89.51,-88.43,-89.48,13,0.1257,0
58752,0.8728,-0.5032,-89.39,-88.39,-89.42,13,0.1218,0
58816,0.8728,-0.5071,-89.39,-88.35,-89.38,13,0.1179,0
58880,0.8729,-0.511,-89.26,-88.31,-89.31,13,0.114,0
58944,0.8729,-0.5149,-89.26,-88.27,-89.27,13,0.1101,0
59008,0.873,-0.5189,-89.26,-88.24,-89.25,13,0.1061,0
59072,0.873,-0.5227,-89.26,-88.21,-89.23,13,0.1023,0
59136,0.8731,-0.5267,-89.13,-88.18,-89.18,13,0.0983,0
59200,0.8731,-0.5305,-89.13,-88.15,-89.14,13,0.0945,0
59264,0.8732,-0.5345,-89.13,-88.13,-89.12,13,0.0905,0
59328,0.8733,-0.5384,-89.13,-88.11,-89.11,13,0.0866,0
59392,0.8733,-0.5423,-89.0,-88.08,-89.06,13,0.0827,0
59456,0.8734,-0.5462,-89.13,-88.06,-89.07,13,0.0788,0
59520,0.8735,-0.5502,-89.0,-88.04,-89.03,13,0.0749,0
59584,0.8735,-0.554,-89.0,-88.02,-89.01,13,0.071,0
59648,0.8736,-0.558,-89.0,-88.0,-88.99,13,0.067,0
59712,0.8737,-0.5619,-89.0,-87.99,-88.99,13,0.0631,0
59776,0.8737,-0.5659,-89.0,-87.97,-88.98,13,0.0591,0
59840,0.8738,-0.5697,-89.0,-87.95,-88.98,13,0.0553,0
59904,0.8739,-0.5737,-88.87,-87.93,-88.93,13,0.0514,0
59968,0.8739,-0.5776,-89.0,-87.91,-88.94,13,0.0474,0
60032,0.874,-0.5815,-88.87,-87.89,-88.9,13,0.0435,0
60096,0.8741,-0.5854,-88.87,-87.87,-88.88,13,0.0396,0
60160,0.8742,-0.5894,-88.87,-87.86,-88.87,13,0.0357,0
60224,0.8742,-0.5932,-88.87,-87.84,-88.86,13,0.0318,0
60288,0.8743,-0.5971,-88.75,-87.82,-88.81,13,0.0279,0
60352,0.8744,-0.6011,-88.87,-87.8,-88.82,13,0.0239,0
60416,0.8745,-0.605,-88.75,-87.78,-88.78,13,0.02,0
60480,0.8746,-0.6089,-88.87,-87.76,-88.8,13,0.0161,0
60544,0.8747,-0.6128,-88.75,-87.73,-88.76,13,0.0122,0
60672,0.8748,-0.6206,-88.62,-87.66,-88.67,14,0.2544,0
60736,0.8749,-0.6245,-88.87,-87.78,-88.82,14,0.2505,0
60800,0.875,-0.6284,-88.87,-87.88,-88.91,14,0.2466,0
60864,0.8751,-0.6322,-89.0,-87.98,-89.0,14,0.2428,0
60928,0.8751,-0.6361,-89.13,-88.07,-89.11,14,0.2389,0
60992,0.8752,-0.6399,-89.13,-88.16,-89.17,14,0.2351,0
61056,0.8752,-0.6438,-89.13,-88.24,-89.21,14,0.2312,0
61120,0.8753,-0.6477,-89.39,-88.31,-89.32,14,0.2273,0
61184,0.8753,-0.6515,-89.39,-88.38,-89.39,14,0.2235,0
61248,0.8754,-0.6555,-89.51,-88.45,-89.47,14,0.2195,0
61312,0.8754,-0.6593,-89.51,-88.5,-89.52,14,0.2157,0
61376,0.8754,-0.6632,-89.64,-88.55,-89.6,14,0.2118,0
61440,0.8755,-0.6671,-89.64,-88.6,-89.64,14,0.2079,0
61504,0.8755,-0.671,-89.64,-88.64,-89.67,14,0.204,0
61568,0.8755,-0.675,-89.64,-88.69,-89.69,14,0.2,0
61632,0.8755,-0.6788,-89.64,-88.73,-89.7,14,0.1962,0
61696,0.8756,-0.6827,-89.77,-88.77,-89.75,14,0.1923,0
61760,0.8756,-0.6866,-89.77,-88.81,-89.78,14,0.1884,0
61824,0.8756,-0.6905,-89.9,-88.84,-89.85,14,0.1845,0
61888,0.8756,-0.6945,-89.77,-88.87,-89.84,14,0.1805,0
61952,0.8756,-0.6984,-89.9,-88.9,-89.88,14,0.1766,0
62016,0.8756,-0.7023,-89.9,-88.93,-89.91,14,0.1728,0
62080,0.8756,-0.7062,-90.03,-88.96,-89.97,14,0.1688,0
62144,0.8756,-0.7101,-89.9,-88.98,-89.96,14,0.1649,0
62208,0.8756,-0.714,-90.03,-89.0,-90.0,14,0.161,0
62272,0.8756,-0.7179,-90.03,-89.02,-90.02,14,0.1571,0
62336,0.8756,-0.7219,-90.03,-89.04,-90.03,14,0.1531,0
62400,0.8756,-0.7257,-90.03,-89.06,-90.04,14,0.1493,0
62464,0.8756,-0.7297,-90.15,-89.08,-90.09,14,0.1453,0
62528,0.8756,-0.7336,-90.03,-89.09,-90.08,14,0.1414,0
62592,0.8756,-0.7375,-90.15,-89.11,-90.12,14,0.1375,0
62656,0.8756,-0.7415,-90.03,-89.12,-90.09,14,0.1335,0
62720,0.8756,-0.7454,-90.15,-89.13,-90.12,14,0.1296,0
62784,0.8756,-0.7493,-90.03,-89.15,-90.1,14,0.1257,0
62848,0.8756,-0.7532,-90.15,-89.16,-90.13,14,0.1218,0
62912,0.8756,-0.7572,-90.28,-89.17,-90.19,14,0.1178,0
62976,0.8755,-0.7611,-90.15,-89.18,-90.18,14,0.1139,0
63040,0.8755,-0.765,-90.28,-89.19,-90.22,14,0.11,0
63104,0.8755,-0.7689,-90.15,-89.19,-90.2,14,0.1061,0
63168,0.8755,-0.7729,-90.28,-89.2,-90.23,14,0.1021,0
63232,0.8755,-0.7768,-90.15,-89.21,-90.21,14,0.0982,0
63296,0.8755,-0.7807,-90.28,-89.21,-90.24,14,0.0943,0
63360,0.8754,-0.7846,-90.15,-89.22,-90.21,14,0.0904,0
63424,0.8754,-0.7886,-90.28,-89.22,-90.24,14,0.0864,0
63488,0.8754,-0.7925,-90.15,-89.23,-90.21,14,0.0825,0
63552,0.8754,-0.7964,-90.28,-89.23,-90.24,14,0.0786,0
63616,0.8754,-0.8004,-90.15,-89.24,-90.21,14,0.0747,0
63680,0.8754,-0.8043,-90.28,-89.25,-90.24,14,0.0707,0
63744,0.8754,-0.8083,-90.28,-89.25,-90.26,14,0.0667,0
63808,0.8753,-0.8121,-90.28,-89.26,-90.27,14,0.0629,0
63872,0.8753,-0.8161,-90.28,-89.26,-90.28,14,0.0589,0
63936,0.8753,-0.82,-90.28,-89.26,-90.28,14,0.055,0
64000,0.8753,-0.824,-90.28,-89.27,-90.28,14,0.051,0
64064,0.8753,-0.8278,-90.28,-89.27,-90.28,14,0.0472,0
64128,0.8752,-0.8318,-90.28,-89.27,-90.29,14,0.0432,0
64192,0.8752,-0.8357,-90.28,-89.27,-90.29,14,0.0393,0
64256,0.8752,-0.8397,-90.28,-89.28,-90.29,14,0.0353,0
64320,0.8752,-0.8435,-90.28,-89.28,-90.29,14,0.0315,0
64384,0.8752,-0.8475,-90.28,-89.28,-90.29,14,0.0275,0
64448,0.8751,-0.8515,-90.28,-89.29,-90.29,14,0.0235,0
64512,0.8751,-0.8554,-90.28,-89.29,-90.29,14,0.0196,0
64576,0.8751,-0.8594,-90.28,-89.3,-90.29,14,0.0156,0
64640,0.8751,-0.8632,-90.28,-89.31,-90.29,14,0.0118,0
